 step   time temperat  ferrite pearlite  bainite martensite xferrite xpearlite  xbainite  xmartensite  type
 new interval:  cooling rate  27.00  time      11.00
 7650     2.833  743.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 7700     2.852  743.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 7750     2.870  742.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 7800     2.889  742.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 7850     2.907  741.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 7900     2.926  741.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 7950     2.944  740.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8000     2.963  740.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8050     2.981  739.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8100     3.000  739.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8150     3.019  738.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8200     3.037  738.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8250     3.056  737.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8300     3.074  737.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8350     3.093  736.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8400     3.111  736.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8450     3.130  735.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8500     3.148  735.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8550     3.167  734.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8600     3.185  734.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8650     3.204  733.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8700     3.222  733.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8750     3.241  732.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8800     3.259  732.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8850     3.278  731.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8900     3.296  731.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 8950     3.315  730.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9000     3.333  730.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9050     3.352  729.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9100     3.370  729.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9150     3.389  728.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9200     3.407  728.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9250     3.426  727.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9300     3.444  727.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9350     3.463  726.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9400     3.481  726.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9450     3.500  725.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9500     3.519  725.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9550     3.537  724.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9600     3.556  724.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9650     3.574  723.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9700     3.593  723.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9750     3.611  722.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9800     3.630  722.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9850     3.648  721.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9900     3.667  721.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
 9950     3.685  720.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
10000     3.704  720.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
10050     3.722  719.500    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
10100     3.741  719.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 C
10150     3.759  718.500    0.000    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10200     3.778  718.000    0.000    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10250     3.796  717.500    0.000    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10300     3.815  717.000    0.000    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10350     3.833  716.500    0.000    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10400     3.852  716.000    0.000    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10450     3.870  715.500    0.000    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10500     3.889  715.000    0.000    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10550     3.907  714.500    0.000    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10600     3.926  714.000    0.000    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10650     3.944  713.500    0.000    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10700     3.963  713.000    0.001    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10750     3.981  712.500    0.001    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10800     4.000  712.000    0.001    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10850     4.019  711.500    0.001    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10900     4.037  711.000    0.001    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
10950     4.056  710.500    0.001    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
11000     4.074  710.000    0.001    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
11050     4.093  709.500    0.001    0.000    0.000    0.000    0.001    0.000    0.000    0.000 C
11100     4.111  709.000    0.001    0.000    0.000    0.000    0.002    0.000    0.000    0.000 C
11150     4.130  708.500    0.001    0.000    0.000    0.000    0.002    0.000    0.000    0.000 C
11200     4.148  708.000    0.001    0.000    0.000    0.000    0.002    0.000    0.000    0.000 C
11250     4.167  707.500    0.001    0.000    0.000    0.000    0.002    0.000    0.000    0.000 C
11300     4.185  707.000    0.001    0.000    0.000    0.000    0.002    0.000    0.000    0.000 C
11350     4.204  706.500    0.001    0.000    0.000    0.000    0.002    0.000    0.000    0.000 C
11400     4.222  706.000    0.001    0.000    0.000    0.000    0.002    0.000    0.000    0.000 C
11450     4.241  705.500    0.001    0.000    0.000    0.000    0.002    0.000    0.000    0.000 C
11500     4.259  705.000    0.001    0.000    0.000    0.000    0.002    0.000    0.000    0.000 C
11550     4.278  704.500    0.001    0.000    0.000    0.000    0.002    0.000    0.000    0.000 C
11600     4.296  704.000    0.001    0.000    0.000    0.000    0.003    0.000    0.000    0.000 C
11650     4.315  703.500    0.001    0.000    0.000    0.000    0.003    0.000    0.000    0.000 C
11700     4.333  703.000    0.002    0.000    0.000    0.000    0.003    0.000    0.000    0.000 C
11750     4.352  702.500    0.002    0.000    0.000    0.000    0.003    0.000    0.000    0.000 C
11800     4.370  702.000    0.002    0.000    0.000    0.000    0.003    0.000    0.000    0.000 C
11850     4.389  701.500    0.002    0.000    0.000    0.000    0.003    0.000    0.000    0.000 C
11900     4.407  701.000    0.002    0.000    0.000    0.000    0.004    0.000    0.000    0.000 C
11950     4.426  700.500    0.002    0.000    0.000    0.000    0.004    0.000    0.000    0.000 C
12000     4.444  700.000    0.002    0.000    0.000    0.000    0.004    0.000    0.000    0.000 C
12050     4.463  699.500    0.002    0.000    0.000    0.000    0.004    0.000    0.000    0.000 C
12100     4.481  699.000    0.002    0.000    0.000    0.000    0.004    0.000    0.000    0.000 C
12150     4.500  698.500    0.003    0.000    0.000    0.000    0.005    0.000    0.000    0.000 C
12200     4.519  698.000    0.003    0.000    0.000    0.000    0.005    0.000    0.000    0.000 C
12250     4.537  697.500    0.003    0.000    0.000    0.000    0.005    0.000    0.000    0.000 C
12300     4.556  697.000    0.003    0.000    0.000    0.000    0.005    0.000    0.000    0.000 C
12350     4.574  696.500    0.003    0.000    0.000    0.000    0.005    0.000    0.000    0.000 C
12400     4.593  696.000    0.003    0.000    0.000    0.000    0.005    0.000    0.000    0.000 C
12450     4.611  695.500    0.003    0.000    0.000    0.000    0.005    0.000    0.000    0.000 C
12500     4.630  695.000    0.003    0.000    0.000    0.000    0.006    0.000    0.000    0.000 C
12550     4.648  694.500    0.003    0.000    0.000    0.000    0.006    0.000    0.000    0.000 C
12600     4.667  694.000    0.003    0.000    0.000    0.000    0.006    0.000    0.000    0.000 C
12650     4.685  693.500    0.003    0.000    0.000    0.000    0.006    0.000    0.000    0.000 C
12700     4.704  693.000    0.003    0.000    0.000    0.000    0.006    0.000    0.000    0.000 C
12750     4.722  692.500    0.003    0.000    0.000    0.000    0.006    0.000    0.000    0.000 C
12800     4.741  692.000    0.003    0.000    0.000    0.000    0.006    0.000    0.000    0.000 C
12850     4.759  691.500    0.003    0.000    0.000    0.000    0.006    0.000    0.000    0.000 C
12900     4.778  691.000    0.003    0.000    0.000    0.000    0.006    0.000    0.000    0.000 C
12950     4.796  690.500    0.003    0.000    0.000    0.000    0.006    0.000    0.000    0.000 C
13000     4.815  690.000    0.003    0.000    0.000    0.000    0.006    0.000    0.000    0.000 C
13050     4.833  689.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13100     4.852  689.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13150     4.870  688.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13200     4.889  688.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13250     4.907  687.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13300     4.926  687.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13350     4.944  686.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13400     4.963  686.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13450     4.981  685.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13500     5.000  685.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13550     5.019  684.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13600     5.037  684.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13650     5.056  683.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13700     5.074  683.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13750     5.093  682.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13800     5.111  682.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13850     5.130  681.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
13900     5.148  681.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
